artist_name,e.country,e.country_3,num_exhibitions
Ida Teves-van de Vijsel,NL,NLD,2
Idonea La Primaudaye,GB,GBR,10
Ignac Ujvary,DE,DEU,6
Ignac Ujvary,HU,HUN,68
Ignac Ujvary,IT,ITA,6
Ignac Ujvary,NL,NLD,1
Ignacio Zuloaga,BE,BEL,6
Ignacio Zuloaga,DE,DEU,28
Ignacio Zuloaga,FR,FRA,8
Ignacio Zuloaga,HU,HUN,22
Ignacio Zuloaga,IT,ITA,13
Ignacio Zuloaga,NL,NLD,1
Ignacy Pieńkowski,GB,GBR,6
Ignacz Beth,DE,DEU,1
Ignatius Taschner,DE,DEU,125
Ignaty Nivinsky,RU,RUS,3
Ignaz Marcel Gaugengigl,US,USA,1
Ignác Roskovics,HU,HUN,2
Ignác Udvardy,HU,HUN,3
Igor Dmitriev,RU,RUS,1
Igor Grabar,BE,BEL,8
Igor Grabar,CZ,CZE,2
Igor Grabar,DE,DEU,8
Igor Grabar,GB,GBR,1
Igor Grabar,IT,ITA,10
Igor Grabar,LV,,14
Igor Grabar,RU,RUS,53
Igor Grabar,UA,UKR,29
Igor Yakimov,DE,DEU,7
Il'ya Mashkov,GB,GBR,2
Il'ya Mashkov,LV,,57
Il'ya Mashkov,NL,NLD,24
Il'ya Mashkov,RU,RUS,227
Il'ya Mashkov,UA,UKR,108
Il'ya Ostroukhov,RU,RUS,2
Il'ya Repin,DE,DEU,4
Il'ya Repin,IT,ITA,4
Il'ya Repin,RU,RUS,2
Ilka Frankelné Vozáb,HU,HUN,3
Ilka von Kuczynska-Fessler,AT,AUT,4
Ilma Graf-Dreyfus,AT,AUT,9
Ilma Graf-Dreyfus,FR,FRA,2
Ilna Ewers-Wunderwald,DE,DEU,24
Ilona Benkő,HU,HUN,5
Ilona Máté,AT,AUT,6
Ilona Máté,HU,HUN,82
Ilona Vadász,HU,HUN,2
Ilonka Mezey,HU,HUN,1
Ilya Aleksandrovich Kalachev,RU,RUS,1
Ilya Aleksandrovich Kambarov,RU,RUS,5
Ilya Ilyich Litvinov,RU,RUS,11
Imre Bácskai,HU,HUN,4
Imre Durkó,HU,HUN,1
Imre Emerich Révész,DE,DEU,3
Imre Emerich Révész,HU,HUN,9
Imre Farkasfalvi,HU,HUN,2
Imre Földes,HU,HUN,20
Imre Gergely,HU,HUN,10
Imre Greguss,HU,HUN,9
Imre Knopp,DE,DEU,3
Imre Knopp,HU,HUN,66
Imre Knopp,IT,ITA,8
Imre Knopp,NL,NLD,1
Imre Károly Simay,AT,AUT,166
Imre Károly Simay,DE,DEU,4
Imre Károly Simay,HU,HUN,54
Imre Károly Simay,IT,ITA,10
Imre Ladoméri,HU,HUN,2
Imre Àgotha,HU,HUN,2
Ina Sheldon-Williams,GB,GBR,6
Ines Wetzel,DE,DEU,11
Ingeborg Jensen,GB,GBR,3
Ingebrigt Vik,AT,AUT,6
Inglis Sheldon-Williams,GB,GBR,20
Ingse Gude Caprino,IT,ITA,1
Innes Meo,GB,GBR,2
Innocenzo Cantinotti,IT,ITA,14
Iosif Naumovich Gurvich,RU,RUS,1
Iosif Solomonovič Škol'nik,RU,RUS,43
Ipolit Strambulescu,DE,DEU,9
Irene Richter,GB,GBR,1
Irene Sala Valentini,IT,ITA,2
Irma Seidler,HU,HUN,7
Irma de Kusel,GB,GBR,6
Irma von Duczynska,AT,AUT,68
Irma von Duczynska,CZ,CZE,1
Irma von Duczynska,GB,GBR,1
Irma von Duczynska,IT,ITA,5
Irmgard Bellermann,DE,DEU,2
Irmgard Schmidt-Busch,DE,DEU,2
Irving Ramsay Wiles,IT,ITA,2
Irving Ramsay Wiles,US,USA,6
Irène Reno,FR,FRA,22
Irène Reno,GB,GBR,3
Irène Reno,LV,,12
Irène Reno,RU,RUS,21
Irène Reno,UA,UKR,24
Irén Lámné Hilberth,HU,HUN,11
Irén Novák,HU,HUN,1
Irén Spányi,HU,HUN,7
Isaac Alexander Brouwer,NL,NLD,2
Isaac Grünewald,DE,DEU,20
Isaac Grünewald,SE,SWE,58
Isaac Henry Caliga,US,USA,6
Isaac Israëls,BE,BEL,6
Isaac Israëls,DE,DEU,32
Isaac Israëls,HU,HUN,3
Isaac Israëls,IT,ITA,6
Isaac Israëls,NL,NLD,7
Isaac Rosenberg,GB,GBR,13
Isaak Brodsky,IT,ITA,4
Isaak Brodsky,LV,,4
Isaak Brodsky,RU,RUS,46
Isaak Brodsky,UA,UKR,17
Isaak Levitan,DE,DEU,14
Isaak Levitan,IT,ITA,2
Isaak Levitan,RU,RUS,3
Isaak Malik,LV,,3
Isaak Malik,RU,RUS,4
Isaak Malik,UA,UKR,6
Isaak Moiseevich Rabinovich,RU,RUS,1
Isabel Beaubois de Montoriol,FR,FRA,2
Isabel Berkeley,GB,GBR,16
Isabel Cohen,US,USA,1
Isabel Smaile Wightman,GB,GBR,10
Isabella A. Dods-Withers,AT,AUT,3
Isabella A. Dods-Withers,DE,DEU,4
Isabella A. Dods-Withers,GB,GBR,8
Isabella A. Dods-Withers,IT,ITA,6
Isabella Cay,GB,GBR,12
Isabella Giglio Cabrini,IT,ITA,1
Isabella Lee Jay,GB,GBR,16
Isack van Ostade,FR,FRA,2
Ise Lebrecht,IT,ITA,8
Isidor Kaufmann,DE,DEU,3
Isidor Kaufmann,IT,ITA,10
Isidor van Biema,NL,NLD,2
Isidore Meyers,BE,BEL,10
Isidore Opsomer,BE,BEL,35
Isidore Opsomer,DE,DEU,2
Isidore Opsomer,GB,GBR,3
Isidore Opsomer,HU,HUN,4
Isidore Opsomer,IT,ITA,14
Isidore Pils,RU,RUS,1
Isidore Rosenstock,FR,FRA,2
Isidore Verheyden,BE,BEL,94
Isidore Verheyden,DE,DEU,81
Isidore Verheyden,HU,HUN,2
Isidre Nonell,FR,FRA,10
Ismael Smith i Mari,GB,GBR,6
Ismaël Gentz,FR,FRA,3
Ismaël Gentz,NL,NLD,2
Isobel Lilian Gloag,IT,ITA,4
Isolde Daig,FR,FRA,4
Istvan Bosznay,DE,DEU,3
Istvan Bosznay,HU,HUN,38
Istvan Bosznay,IT,ITA,8
Istvan Bosznay,NL,NLD,1
Istvan Bosznay,US,USA,1
Istvan Zichy,HU,HUN,13
István Balogh,HU,HUN,1
István Csók,DE,DEU,6
István Csók,FR,FRA,6
István Csók,HU,HUN,340
István Csók,IT,ITA,40
István Csók,NL,NLD,1
István Fanta-Alkony,HU,HUN,43
István Kastaly,HU,HUN,1
István Klimó,HU,HUN,2
István Krecsmár,HU,HUN,3
István Kálmán,HU,HUN,1
István Markovits,HU,HUN,4
István Mérö,HU,HUN,9
István Mérö,IT,ITA,2
István Nagy,HU,HUN,130
István Pál,HU,HUN,3
István Ray,HU,HUN,3
István Réti,HU,HUN,7
István Szigethy,HU,HUN,8
István Sztankoczy,HU,HUN,3
István Zádor,HU,HUN,25
Istvʹan Medgyaszay,HU,HUN,30
Italiano Franchi,IT,ITA,1
Italico Brass,FR,FRA,2
Italico Brass,HU,HUN,49
Italico Brass,IT,ITA,114
Italico Brass,NL,NLD,2
Italico Brass,US,USA,1
Italo Josz,IT,ITA,3
Italo Nunes-Vais,IT,ITA,3
Italo Orlando Griselli,IT,ITA,1
Iu Pascual Rodés,BE,BEL,2
Ivan Adolfovich Knabe,RU,RUS,12
Ivan Alekseevič Vladimirov,IT,ITA,2
Ivan Angheloff,IT,ITA,8
Ivan Antropov,RU,RUS,2
Ivan Bilibin,AT,AUT,56
Ivan Bilibin,CZ,CZE,32
Ivan Bilibin,DE,DEU,2
Ivan Bilibin,FR,FRA,9
Ivan Bilibin,GB,GBR,90
Ivan Bilibin,IT,ITA,2
Ivan Bilibin,LV,,26
Ivan Bilibin,RU,RUS,141
Ivan Bilibin,UA,UKR,52
Ivan Bobkov,RU,RUS,24
Ivan Bokhan,RU,RUS,11
Ivan Ermolaevich Nyunin,RU,RUS,4
Ivan Fedorovich Rakhmanov,RU,RUS,1
Ivan Fedotov,RU,RUS,2
Ivan Fomin,LV,,15
Ivan Fomin,RU,RUS,33
Ivan Fomin,UA,UKR,30
Ivan Georgievic Gugunava,RU,RUS,24
Ivan Ginkovsky,RU,RUS,6
Ivan Gregorovitch Olinsky,US,USA,2
Ivan Grohar,AT,AUT,8
Ivan Grohar,GB,GBR,4
Ivan Ipatov,RU,RUS,13
Ivan Klyun,RU,RUS,14
Ivan Kramskoy,DE,DEU,1
Ivan Kulikov,IT,ITA,2
Ivan Lindhe,GB,GBR,12
Ivan Meštrović,AT,AUT,26
Ivan Michajlovič Grabovskij,IT,ITA,2
Ivan Mosalevsky,RU,RUS,2
Ivan Mărkvička,IT,ITA,6
Ivan Nikitin,DE,DEU,3
Ivan Osipovich Dudin,RU,RUS,3
Ivan Petrovich Dalheim,RU,RUS,1
Ivan Prokof'yev,DE,DEU,1
Ivan Rerberg,RU,RUS,7
Ivan Sacharov,LV,,4
Ivan Sacharov,RU,RUS,22
Ivan Sacharov,UA,UKR,8
Ivan Thiele,DE,DEU,12
Ivan Thiele,FR,FRA,6
Ivan Thiele,GB,GBR,1
Ivan Tišov,HU,HUN,2
Ivan Trusz,GB,GBR,2
Ivan Vassilevich Tihomirov,RU,RUS,8
Ivan Viktorovich Alekseev,RU,RUS,2
Ivan Yakovlevich Dmitriev,RU,RUS,2
Ivan Yefimov,RU,RUS,8
Ivan Zakharov,RU,RUS,4
Ivan Zakharov,UA,UKR,4
Ivan Zhaltovsky,RU,RUS,1
Ivar Arosenius,FR,FRA,224
Ivar Arosenius,HU,HUN,4
Ivar Arosenius,SE,SWE,45
Ivar Gustaf Julius Nyberg,DE,DEU,6
Ivar Gustaf Julius Nyberg,SE,SWE,3
Ivo Hauptmann,CH,CHE,2
Ivo Hauptmann,DE,DEU,7
Iván Kurucz,HU,HUN,1
Iván Markovich,HU,HUN,2
Iwan Cerf,BE,BEL,1
Izsák Perlmutter,DE,DEU,8
Izsák Perlmutter,HU,HUN,44
Izsák Perlmutter,IT,ITA,60
Izsák Perlmutter,NL,NLD,2
Izsó Köves,HU,HUN,1
J Meijer,BE,BEL,1
J. A. Addicks,NL,NLD,2
J. A. Milburn White,GB,GBR,6
J. Aitchison-Walker,GB,GBR,2
J. Aladár Kisfaludy,HU,HUN,2
J. Alfonso Toft,GB,GBR,12
J. Alfonso Toft,IT,ITA,14
J. Austen Brown,DE,DEU,2
J. Beck,FR,FRA,1
J. Boasson,NL,NLD,2
J. C. New,GB,GBR,6
J. C. van Epen,NL,NLD,18
J. D. S. Aldworth,GB,GBR,12
J. E. Brown-Morison,DE,DEU,3
J. Enpain,FR,FRA,1
J. Ernest Blancher,FR,FRA,12
J. F. Hulk,NL,NLD,5
J. Fuka,CZ,CZE,4
J. Gidding,NL,NLD,2
J. H. Vignoles Fisher,IT,ITA,4
J. Henry Lotz,GB,GBR,2
J. Jeannot,NL,NLD,4
J. Langton Barnard,GB,GBR,8
J. M. B. Benson,GB,GBR,2
J. MacWheeble,GB,GBR,1
J. Mikulicz,AT,AUT,8
J. Moppet-Perkins,GB,GBR,2
J. N. Molenaar,NL,NLD,1
J. P. P. Eugène Pascau,FR,FRA,2
J. P. Salwey,GB,GBR,4
J. Pelíšek,CZ,CZE,2
J. R. Houghton,GB,GBR,2
J. R. Walter Cocl,CZ,CZE,9
J. Reginald Taylor,GB,GBR,6
J. Rosenberg,FR,FRA,4
J. Roussel,DE,DEU,4
J. Ruysch,NL,NLD,2
J. Steenstra Toussaint,NL,NLD,1
J. Teichmann,AT,AUT,6
J. Teichmann,DE,DEU,12
J. Thuesson,CZ,CZE,2
J. Van der Vliet jr.,NL,NLD,6
J. W. den Herder,NL,NLD,2
J. W. van Lohuizen,NL,NLD,4
J. Wiersma,NL,NLD,4
J. v.d. Berg,NL,NLD,8
J. van Roosendael,NL,NLD,10
J. van Santen,NL,NLD,2
J. Štěrba,CZ,CZE,8
J.-A. Mandt,BE,BEL,1
J.-A. Steinlen,BE,BEL,6
J.-C. Russel,FR,FRA,1
J.-C.-W. Cosjaar,BE,BEL,1
J.-E.-E. Brandon,FR,FRA,1
"J.-Emmanuel, van den Bussche",BE,BEL,4
J.-M. de Reul,BE,BEL,2
J.A. Daman,NL,NLD,1
Jaak van Wijck,BE,BEL,4
Jaap Gidding,NL,NLD,10
Jac. L. de Graaf,NL,NLD,4
Jac. Risch,NL,NLD,2
Jacek Malczewski,AT,AUT,80
Jacek Malczewski,DE,DEU,2
Jacek Malczewski,GB,GBR,2
Jacek Malczewski,IT,ITA,2
Jacinthe Pozier,BE,BEL,1
Jack B. Yeats,GB,GBR,6
Jack B. Yeats,US,USA,15
Jack Gage Stark,FR,FRA,2
Jacob Abraham Zon,HU,HUN,1
Jacob Abraham Zon,NL,NLD,21
Jacob Alberts,AT,AUT,35
Jacob Alberts,DE,DEU,36
Jacob Alberts,GB,GBR,1
Jacob Bendien,NL,NLD,4
Jacob Christiaan Koningsberger,NL,NLD,1
Jacob Coenraad Ritsema,BE,BEL,1
Jacob Coenraad Ritsema,NL,NLD,34
Jacob Cornelis Snoeck,NL,NLD,20
Jacob Dooyewaard,HU,HUN,7
Jacob Dooyewaard,NL,NLD,16
Jacob Epstein,GB,GBR,7
Jacob Gehrig,DE,DEU,6
Jacob Gerard Veldheer,NL,NLD,23
Jacob Gerrit Weyand,NL,NLD,30
Jacob Gløersen,GB,GBR,1
Jacob Hast,RU,RUS,7
Jacob Hendrik Geerlings,NL,NLD,5
Jacob Henricus Maris,HU,HUN,18
Jacob Henricus Maris,IT,ITA,4
Jacob Henricus Maris,NL,NLD,1
Jacob Huijbrecht Hollestelle,NL,NLD,3
Jacob Keiland Sömme,HU,HUN,2
Jacob Keiland Sömme,IT,ITA,4
Jacob Kramer,GB,GBR,19
Jacob Martinus Nijman,NL,NLD,10
Jacob Reichert,DE,DEU,6
Jacob Rosseels,BE,BEL,10
Jacob Rosseels,DE,DEU,2
Jacob Steinhardt,DE,DEU,45
Jacob Taanmann,NL,NLD,15
Jacob Thiesen,DE,DEU,2
Jacob Willem Gruyter,NL,NLD,3
"Jacob de, the younger Wet",FR,FRA,2
Jacob van Ruisdael,DE,DEU,1
Jacob-Edwin Kunz,FR,FRA,2
Jacoba Surie,NL,NLD,29
Jacoba de Graaff,NL,NLD,10
Jacoba van Heemskerck van Beest,DE,DEU,148
Jacoba van Heemskerck van Beest,NL,NLD,52
Jacoba van de Poll,NL,NLD,7
Jacobs Smits,AT,AUT,2
Jacobs Smits,BE,BEL,32
Jacobs Smits,DE,DEU,21
Jacobs Smits,FR,FRA,13
Jacobs Smits,HU,HUN,2
Jacobs Smits,IT,ITA,8
Jacobs Smits,NL,NLD,1
Jacobus Cornelis Wyand Cossaar,GB,GBR,10
Jacobus Cornelis Wyand Cossaar,IT,ITA,6
Jacobus Cornelis Wyand Cossaar,NL,NLD,6
Jacobus Doeser,NL,NLD,4
Jacobus Laurentius van Ishoven,NL,NLD,38
Jacobus Reijenga,NL,NLD,5
Jacobus Simon Hendrik Kever,DE,DEU,9
Jacobus Simon Hendrik Kever,HU,HUN,2
Jacobus Simon Hendrik Kever,IT,ITA,2
Jacobus Simon Hendrik Kever,NL,NLD,3
Jacobus Simon Hendrik Kever,US,USA,2
Jacobus Sterre de Jong,NL,NLD,5
Jacopo Tintoretto,DE,DEU,1
Jacqueline Marval,BE,BEL,1
Jacqueline Marval,CZ,CZE,2
Jacqueline Marval,FR,FRA,81
Jacqueline Marval,GB,GBR,2
Jacqueline Marval,US,USA,2
Jacques Antoine Marie Lemoine,RU,RUS,1
Jacques Beltrand,RU,RUS,3
Jacques Beurdeley,BE,BEL,6
Jacques Beurdeley,CH,CHE,10
Jacques Beurdeley,NL,NLD,2
Jacques Bonneau,FR,FRA,4
Jacques Brissaud,FR,FRA,32
Jacques Brissaud,GB,GBR,4
Jacques Cancaret,FR,FRA,2
Jacques D' Otémar,FR,FRA,1
Jacques Davis,FR,FRA,2
Jacques De Lalaing,BE,BEL,6
Jacques De Lalaing,DE,DEU,2
Jacques Drésa,FR,FRA,118
Jacques Ernst Sonderegger,DE,DEU,2
Jacques Félix Simon Schnerb,FR,FRA,3
Jacques Gaston Emile Vaillant,FR,FRA,2
Jacques Hablützel,DE,DEU,3
Jacques Janssens,BE,BEL,4
Jacques Madyol,BE,BEL,2
Jacques Martin,FR,FRA,13
Jacques Nam,BE,BEL,3
Jacques Nam,FR,FRA,16
Jacques Nam,NL,NLD,10
Jacques Ochs,BE,BEL,22
Jacques Patissou,BE,BEL,1
Jacques Patissou,FR,FRA,6
Jacques Raverat,GB,GBR,4
Jacques Raymond Brascassat,RU,RUS,1
Jacques Roger Simon,FR,FRA,6
Jacques Roger Simon,NL,NLD,1
Jacques Sternfeld,AT,AUT,2
Jacques T. Leudet,GB,GBR,6
Jacques Toupet,FR,FRA,2
Jacques Villon,BE,BEL,9
Jacques Villon,CZ,CZE,6
Jacques Villon,FR,FRA,40
Jacques Villon,NL,NLD,9
Jacques Villon,US,USA,42
Jacques Volot,FR,FRA,22
Jacques Weismann,FR,FRA,2
Jacques Wely,FR,FRA,6
Jacques van Coppenolle,BE,BEL,6
Jacques van Coppenolle,FR,FRA,6
Jacques van Maurik,HU,HUN,1
Jacques-Auguste Weissmann,FR,FRA,6
Jacques-Emile Blanche,AT,AUT,21
Jacques-Emile Blanche,BE,BEL,12
Jacques-Emile Blanche,DE,DEU,18
Jacques-Emile Blanche,FR,FRA,22
Jacques-Emile Blanche,GB,GBR,16
Jacques-Emile Blanche,HU,HUN,2
Jacques-Emile Blanche,IT,ITA,81
Jacques-Emile Blanche,NL,NLD,2
Jacques-Emile Blanche,RU,RUS,3
Jacques-Emile Blanche,US,USA,6
Jacques-Jules Desclers,FR,FRA,2
Jacques-L. Aubert,FR,FRA,1
Jacques-Louis David,DE,DEU,2
Jacques-Louis David,RU,RUS,8
Jacques-Paul Besson-Dandrieux,DE,DEU,3
Jacques-Émile Blot,FR,FRA,19
Jahn Ekenaes,DE,DEU,3
Jaime Morera y Galicia,GB,GBR,2
Jakob Alt,AT,AUT,36
Jakob Friedrich Wilhelm,DE,DEU,2
Jakob Glasner,AT,AUT,32
Jakob Glasner,CZ,CZE,2
Jakob Glasner,PL,POL,1
Jakob Haller,DE,DEU,3
Jakob Herzog,HU,HUN,3
Jakob Meier,HU,HUN,1
Jakob Nussbaum,CH,CHE,2
Jakob Nussbaum,DE,DEU,41
Jakob Ruch,DE,DEU,3
Jakob Ruch,FR,FRA,1
Jakob Ruch,US,USA,2
Jakob Wyss,DE,DEU,2
Jakobine Sattler,DE,DEU,1
Jakov Belsen,RU,RUS,15
Jakov Pik,LV,,15
Jakov Pik,RU,RUS,20
Jakov Pik,UA,UKR,30
Jakov Weber,IT,ITA,2
Jakov Weber,RU,RUS,6
Jakub Obrovsky,AT,AUT,10
Jakub Obrovsky,CZ,CZE,46
Jakub Obrovsky,IT,ITA,2
Jakub Schikaneder,DE,DEU,3
James Affieck Shepherd,GB,GBR,4
James Albert Cooper,GB,GBR,4
James Amory Sullivan,GB,GBR,2
James Anthony Symons,GB,GBR,2
James Aumonier,IT,ITA,2
James Aumonier,US,USA,2
James Bell Anderson,GB,GBR,6
James Bolivar Manson,GB,GBR,45
James Cadenhead,IT,ITA,2
James Cadenhead,NL,NLD,1
James Camille Lignier,CH,CHE,2
James Camille Lignier,DE,DEU,4
James Camille Lignier,FR,FRA,4
James Charles,DE,DEU,3
James Charles,GB,GBR,6
James Charles,US,USA,1
James Dickson Innes,GB,GBR,50
James Dickson Innes,IT,ITA,2
James Dickson Innes,US,USA,23
James Dromgole Linton,HU,HUN,2
James Duffield Harding,HU,HUN,2
James E. Vinnicombe,GB,GBR,12
James Eadie Reid,FR,FRA,3
James Eadie Reid,GB,GBR,10
James Ensor,BE,BEL,49
James Ensor,DE,DEU,8
James Ensor,GB,GBR,5
James Ensor,IT,ITA,60
James Ensor,NL,NLD,59
James Filby,GB,GBR,16
James Fraser Paton,GB,GBR,8
James Garden Laing,CZ,CZE,2
James Garden Laing,IT,ITA,8
James George Slous,GB,GBR,6
James Guthrie,IT,ITA,2
James Guthrie,US,USA,1
James H. Butt,GB,GBR,6
James H. Donaldson,GB,GBR,10
James Hamilton Hay,GB,GBR,64
James Hamilton MacKenzie,IT,ITA,4
James Havard Thomas,GB,GBR,6
James Havard Thomas,HU,HUN,6
James Henderson,GB,GBR,12
James Henry Todd,GB,GBR,1
James Henry Todd,NL,NLD,1
James Herbert Snell,GB,GBR,3
James Jarvis Johnson,GB,GBR,4
James Jebusa Shannon,BE,BEL,1
James Jebusa Shannon,IT,ITA,6
James Jebusa Shannon,US,USA,1
James Kay,FR,FRA,3
James Kay,IT,ITA,6
James Leon Williams,GB,GBR,8
James Levin Henry,BE,BEL,1
James Levin Henry,GB,GBR,36
James Levin Henry,IT,ITA,2
James Lynn Pitt,GB,GBR,4
James M. C. Gibbon,GB,GBR,12
James M. Preston,US,USA,7
James Mahoney,HU,HUN,4
James McBey,IT,ITA,4
James McNeill Whistler,DE,DEU,2
James McNeill Whistler,FR,FRA,197
James McNeill Whistler,GB,GBR,1
James McNeill Whistler,HU,HUN,3
James McNeill Whistler,IT,ITA,2
James McNeill Whistler,US,USA,8
James Meo,GB,GBR,2
James Orrock,HU,HUN,2
James Paterson,CZ,CZE,2
James Paterson,DE,DEU,11
James Paterson,HU,HUN,12
James Paterson,IT,ITA,10
James Paterson,US,USA,2
James Pryde,DE,DEU,3
James Pryde,GB,GBR,5
James Pryde,IT,ITA,4
James Pryde,US,USA,6
James Raeburn Middleton,GB,GBR,2
James Riddel,IT,ITA,2
James Roy Hopkins,US,USA,3
James Stevens Hill,IT,ITA,8
James Stevens Hill,NL,NLD,1
James Swan,GB,GBR,22
James Sydney Harmsworth,GB,GBR,6
James Taylor Brown,GB,GBR,10
James Thiriar,BE,BEL,2
James Thomas Watts,GB,GBR,10
James Tissot,DE,DEU,2
James Tissot,FR,FRA,14
James Tissot,RU,RUS,1
James Torrance,US,USA,1
James Towers,GB,GBR,12
James Wallace,GB,GBR,16
James Whitelaw Hamilton,CZ,CZE,4
James Whitelaw Hamilton,DE,DEU,3
James Whitelaw Hamilton,GB,GBR,4
James Whitelaw Hamilton,IT,ITA,16
James Whitelaw Hamilton,US,USA,3
James William Frater,NL,NLD,20
James Wilson Morrice,BE,BEL,8
James Wilson Morrice,DE,DEU,4
James Wilson Morrice,FR,FRA,10
James Wilson Morrice,GB,GBR,9
James Wilson Morrice,IT,ITA,5
James Wilson Morrice,US,USA,8
Jamini Prakash Gangooly,GB,GBR,8
Jan A.- E. Claessens,BE,BEL,18
Jan Aarnout Louwerse,NL,NLD,8
Jan Aarnout Louwerse,US,USA,1
Jan Adam Zandleven,NL,NLD,6
Jan Angelo Zeyer,CZ,CZE,8
Jan Anthony,BE,BEL,10
Jan Antonie Bonebakker,NL,NLD,2
Jan Antonius van Schooten,NL,NLD,16
Jan Arie Versteeg,NL,NLD,18
Jan Autengruber,CZ,CZE,2
Jan Autengruber,DE,DEU,8
Jan Bakker,NL,NLD,2
Jan Baptist Weenix,DE,DEU,1
Jan Boon,NL,NLD,21
Jan Bukowski,AT,AUT,28
Jan Bukowski,PL,POL,14
Jan Bulas,AT,AUT,24
Jan C. Poortenaar,NL,NLD,67
Jan Catharinus Adriaan Goedhart,NL,NLD,8
Jan Ciągliński,CZ,CZE,2
Jan Ciągliński,GB,GBR,1
Jan Ciągliński,RU,RUS,99
Jan Ciągliński,UA,UKR,13
Jan Cornelis Bander,NL,NLD,2
Jan De Graef,BE,BEL,4
Jan Dunselman,FR,FRA,30
Jan Eloy Brom,FR,FRA,3
Jan Emiel van Cauwelaert,FR,FRA,1
Jan Fekkes,NL,NLD,2
Jan Franken,BE,BEL,1
Jan Fyt,DE,DEU,1
Jan Gordon,GB,GBR,6
Jan Gossaert,AT,AUT,1
Jan Harm Weijns,BE,BEL,1
Jan Harm Weijns,NL,NLD,32
Jan Hendrik Brom,FR,FRA,15
Jan Hendrik Brom,NL,NLD,2
Jan Hendrik Leonard Hanau,NL,NLD,10
Jan Hendrik Maronier,NL,NLD,2
Jan Hendrik Weissenbruch,HU,HUN,6
Jan Hendrik Weissenbruch,IT,ITA,2
Jan Hendrik Willem Maurits Schreuder van de Coolwijk,HU,HUN,3
Jan Hendrik Willem Maurits Schreuder van de Coolwijk,NL,NLD,6
Jan Heyse,NL,NLD,39
Jan Hillebrand Wijsmuller,BE,BEL,1
Jan Hillebrand Wijsmuller,DE,DEU,3
Jan Hillebrand Wijsmuller,HU,HUN,1
Jan Hillebrand Wijsmuller,NL,NLD,41
Jan Hillebrand Wijsmuller,US,USA,1
Jan Honsa,AT,AUT,42
Jan Honsa,CZ,CZE,66
Jan Honsa,IT,ITA,2
Jan Hoynk van Papendrecht,BE,BEL,1
Jan Hoynk van Papendrecht,DE,DEU,3
Jan Hoynk van Papendrecht,NL,NLD,20
Jan I Voerman,HU,HUN,9
Jan I Voerman,NL,NLD,4
Jan Jacob Gerstel,NL,NLD,6
Jan Jans,NL,NLD,24
Jan Jansz. van Ceulen,DE,DEU,3
"Jan Josef, the elder Horemans",FR,FRA,1
Jan Kleintjes,NL,NLD,20
Jan Konůpek,CZ,CZE,17
Jan Konůpek,\N,,11
Jan Kotěra,AT,AUT,2
Jan Kotěra,CZ,CZE,8
Jan Kruidenier,NL,NLD,2
Jan Kruysen,NL,NLD,8
Jan Kupecký,HU,HUN,18
Jan Matejko,DE,DEU,2
Jan Michna,CZ,CZE,12
Jan Miense Molenaer,FR,FRA,1
Jan Mráček,CZ,CZE,16
Jan Oeltjen,AT,AUT,1
Jan Oeltjen,DE,DEU,5
Jan Pažout,CZ,CZE,4
Jan Pieter Terwey,NL,NLD,28
Jan Ponstijn,NL,NLD,6
Jan Preisler,AT,AUT,14
Jan Preisler,CZ,CZE,64
Jan Preisler,DE,DEU,14
Jan Preisler,GB,GBR,1
Jan Preisler,HU,HUN,1
Jan Preisler,IT,ITA,8
Jan Preisler,US,USA,1
Jan Rembowski,AT,AUT,10
Jan Rink,NL,NLD,13
Jan Sirks,NL,NLD,1
Jan Skramlík,CZ,CZE,4
Jan Stanisławski,AT,AUT,172
Jan Stanisławski,DE,DEU,3
Jan Stanisławski,GB,GBR,1
Jan Stanisławski,PL,POL,69
Jan Steen,AT,AUT,1
Jan Stobbaerts,BE,BEL,6
Jan Stobbaerts,DE,DEU,13
Jan Strang,GB,GBR,44
Jan Toorop,AT,AUT,47
Jan Toorop,BE,BEL,20
Jan Toorop,DE,DEU,64
Jan Toorop,FR,FRA,9
Jan Toorop,HU,HUN,16
Jan Toorop,IT,ITA,20
Jan Toorop,NL,NLD,234
Jan Trampota,CZ,CZE,4
Jan Van Looy,BE,BEL,4
Jan Verhoeven,CZ,CZE,8
Jan Verhoeven,DE,DEU,8
Jan Verhoeven,FR,FRA,10
Jan Verhoeven,NL,NLD,46
Jan Veth,DE,DEU,26
Jan Veth,HU,HUN,2
Jan Veth,IT,ITA,2
Jan Veth,NL,NLD,9
Jan Visser,NL,NLD,33
Jan Vogelaar,NL,NLD,1
Jan Willem Barendregt,NL,NLD,6
Jan Zrzavý,CZ,CZE,14
Jan Zrzavý,\N,,10
Jan van Beers,FR,FRA,1
Jan van Eysinga,NL,NLD,1
Jan van Goyen,DE,DEU,2
Jan van Herwijnen,NL,NLD,2
Jan van Vucht Tyssen,NL,NLD,20
Jan van Vuuren,HU,HUN,2
Jan van Vuuren,NL,NLD,2
Jan van Wijk,NL,NLD,2
Jan Štursa,AT,AUT,20
Jan Štursa,CZ,CZE,62
Jan Štursa,HU,HUN,10
Jan Šír,CZ,CZE,14
Jan-Baptist Lesaffre,BE,BEL,2
Jane D. Arthur,GB,GBR,6
Jane Emmet De Glehn,GB,GBR,26
Jane Inglis,GB,GBR,14
